house_id,SquareFeet,Bedrooms,Bathrooms
house-42251,2129,2,3
house-42252,1729,2,3
house-42253,2919,2,2
house-42254,1073,5,3
house-42255,1855,2,2
house-42256,2954,3,2
house-42257,1284,2,1
house-42258,2573,2,1
house-42259,2220,4,3
house-42260,1279,3,1
house-42261,1786,5,3
house-42262,1685,3,1
house-42263,2840,2,2
house-42264,2579,4,2
house-42265,1968,5,1
house-42266,2689,3,3
house-42267,2176,3,2
house-42268,1290,2,1
house-42269,1931,2,3
house-42270,2165,5,1
house-42271,1767,2,3
house-42272,1311,4,3
house-42273,1645,5,2
house-42274,2055,2,1
house-42275,1025,5,2
house-42276,2934,3,2
house-42277,1254,5,2
house-42278,2968,3,3
house-42279,2758,5,2
house-42280,2079,2,2
house-42281,1292,3,1
house-42282,1636,5,2
house-42283,1229,4,1
house-42284,1052,2,2
house-42285,1953,5,3
house-42286,1100,5,3
house-42287,2490,3,1
house-42288,2869,3,1
house-42289,1803,2,2
house-42290,1868,3,3
house-42291,1266,5,3
house-42292,2818,5,1
house-42293,1001,3,2
house-42294,1021,2,3
house-42295,1577,4,1
house-42296,1211,5,2
house-42297,2259,5,1
house-42298,2903,3,2
house-42299,1528,4,3
house-42300,1387,5,1
house-42301,1013,4,3
house-42302,1518,4,1
house-42303,2870,5,1
house-42304,2245,4,3
house-42305,2935,4,1
house-42306,1615,3,2
house-42307,1961,3,2
house-42308,1402,4,2
house-42309,2536,2,1
house-42310,1286,4,1
house-42311,1383,5,1
house-42312,2270,2,3
house-42313,2923,3,1
house-42314,2114,2,1
house-42315,1825,3,3
house-42316,1311,2,1
house-42317,2460,4,3
house-42318,1725,3,3
house-42319,1042,5,3
house-42320,2097,2,3
house-42321,1753,4,3
house-42322,1992,2,2
house-42323,2584,2,2
house-42324,2903,5,1
house-42325,1875,2,1
house-42326,2339,5,1
house-42327,1733,3,1
house-42328,2885,5,1
house-42329,1143,5,3
house-42330,2352,3,2
house-42331,1208,5,2
house-42332,2122,4,2
house-42333,1699,2,3
house-42334,1113,5,2
house-42335,1174,2,3
house-42336,1270,5,2
house-42337,1062,3,3
house-42338,2007,3,1
house-42339,1795,2,1
house-42340,2427,2,3
house-42341,1224,2,3
house-42342,2982,3,3
house-42343,1160,2,2
house-42344,2059,5,1
house-42345,1380,5,2
house-42346,2676,2,1
house-42347,1317,3,2
house-42348,1707,5,2
house-42349,2686,3,3
house-42350,1455,3,1
house-42351,2292,3,2
house-42352,1343,2,3
house-42353,2063,3,3
house-42354,2773,3,3
house-42355,1413,2,3
house-42356,2403,4,2
house-42357,2245,5,2
house-42358,2304,2,1
house-42359,1224,5,2
house-42360,2480,2,3
house-42361,2177,2,1
house-42362,1279,2,1
house-42363,2376,5,2
house-42364,2062,2,1
house-42365,1728,2,2
house-42366,2779,2,3
house-42367,1620,5,3
house-42368,1974,4,2
house-42369,1572,2,3
house-42370,1488,2,2
house-42371,2007,2,2
house-42372,2968,2,3
house-42373,1936,2,3
house-42374,2221,4,1
house-42375,2299,3,3
house-42376,2195,3,3
house-42377,1783,2,2
house-42378,1507,5,2
house-42379,1404,4,3
house-42380,2294,4,1
house-42381,2958,4,2
house-42382,2577,3,2
house-42383,2724,5,3
house-42384,1771,3,3
house-42385,1663,4,3
house-42386,1130,3,3
house-42387,2649,3,3
house-42388,2408,2,1
house-42389,2757,2,2
house-42390,2420,2,1
house-42391,2589,4,1
house-42392,2873,2,3
house-42393,2319,4,2
house-42394,2406,2,3
house-42395,2535,4,1
house-42396,2418,3,2
house-42397,2577,5,2
house-42398,2628,4,3
house-42399,2283,3,1
house-42400,1280,2,3
house-42401,2379,3,2
house-42402,1419,3,3
house-42403,2215,5,2
house-42404,1636,2,3
house-42405,2451,4,1
house-42406,1807,4,1
house-42407,1347,4,3
house-42408,1428,2,1
house-42409,2415,4,3
house-42410,2364,5,2
house-42411,1546,3,1
house-42412,1939,2,1
house-42413,1401,4,1
house-42414,2070,3,2
house-42415,1664,3,1
house-42416,1749,5,1
house-42417,2448,4,3
house-42418,2540,2,3
house-42419,1959,3,2
house-42420,2981,5,2
house-42421,1636,3,3
house-42422,1878,5,1
house-42423,2351,5,3
house-42424,1086,3,3
house-42425,1514,3,2
house-42426,2003,4,2
house-42427,2188,2,1
house-42428,2246,5,3
house-42429,1860,5,1
house-42430,2320,3,2
house-42431,1915,3,2
house-42432,1450,3,2
house-42433,2366,2,1
house-42434,2959,3,1
house-42435,1340,5,3
house-42436,2484,5,2
house-42437,2415,5,3
house-42438,2924,2,2
house-42439,2560,2,3
house-42440,2574,2,2
house-42441,1420,2,3
house-42442,1380,4,1
house-42443,2640,4,1
house-42444,1004,4,3
house-42445,1647,3,2
house-42446,2027,2,1
house-42447,2704,2,3
house-42448,1315,4,1
house-42449,2845,4,3
house-42450,2941,2,3
house-42451,2101,4,1
house-42452,1530,3,1
house-42453,2740,3,3
house-42454,1354,3,3
house-42455,2859,5,3
house-42456,2056,5,3
house-42457,1661,2,3
house-42458,2728,5,1
house-42459,2162,4,2
house-42460,2295,3,3
house-42461,2219,3,2
house-42462,1126,5,2
house-42463,1348,3,2
house-42464,2766,3,3
house-42465,2067,3,1
house-42466,1741,4,2
house-42467,1727,5,3
house-42468,1243,3,1
house-42469,1008,3,1
house-42470,2785,3,2
house-42471,1711,2,2
house-42472,1845,4,2
house-42473,2102,5,1
house-42474,2780,3,1
house-42475,2213,4,1
house-42476,1085,3,2
house-42477,2508,5,2
house-42478,1270,5,3
house-42479,2797,2,3
house-42480,1512,2,2
house-42481,2043,2,1
house-42482,2512,2,1
house-42483,2955,3,2
house-42484,1129,4,3
house-42485,1837,3,2
house-42486,1769,2,2
house-42487,2666,2,1
house-42488,2030,3,2
house-42489,1851,3,2
house-42490,2776,4,1
house-42491,2727,4,1
house-42492,1936,5,1
house-42493,2333,4,1
house-42494,2832,4,3
house-42495,2650,2,3
house-42496,1900,2,2
house-42497,1472,5,1
house-42498,2125,5,1
house-42499,1337,4,1
house-42500,1318,4,3
house-42501,2536,5,2
house-42502,2048,5,2
house-42503,1720,2,2
house-42504,2453,5,1
house-42505,1142,2,3
house-42506,2732,2,1
house-42507,1656,5,1
house-42508,2172,5,3
house-42509,2716,4,2
house-42510,2078,4,3
house-42511,1470,2,1
house-42512,1362,2,1
house-42513,1649,5,3
house-42514,1208,3,3
house-42515,2208,3,3
house-42516,2088,5,2
house-42517,1548,2,2
house-42518,2135,2,3
house-42519,1262,3,3
house-42520,2099,4,1
house-42521,2319,2,3
house-42522,2201,5,2
house-42523,1765,2,3
house-42524,1000,2,3
house-42525,1147,4,3
house-42526,1875,3,1
house-42527,2694,4,2
house-42528,2859,5,3
house-42529,1985,5,1
house-42530,2803,4,3
house-42531,2685,5,2
house-42532,2152,5,1
house-42533,2661,2,1
house-42534,1512,5,1
house-42535,2922,2,2
house-42536,1628,5,3
house-42537,1971,3,1
house-42538,2525,4,2
house-42539,2172,3,1
house-42540,2292,4,1
house-42541,2724,2,1
house-42542,1652,3,2
house-42543,2128,4,2
house-42544,1465,2,3
house-42545,1763,5,1
house-42546,2019,5,3
house-42547,1928,2,3
house-42548,2925,4,1
house-42549,2304,2,1
house-42550,2430,4,3
house-42551,2879,4,1
house-42552,2636,4,1
house-42553,1793,5,3
house-42554,1899,4,1
house-42555,2381,2,1
house-42556,1674,5,2
house-42557,2008,4,1
house-42558,2226,5,2
house-42559,2635,5,1
house-42560,1280,4,3
house-42561,1915,4,3
house-42562,2280,2,2
house-42563,2117,5,1
house-42564,1323,3,2
house-42565,1790,5,1
house-42566,2762,4,1
house-42567,2385,3,1
house-42568,2685,3,2
house-42569,2374,4,2
house-42570,2085,5,2
house-42571,2664,3,3
house-42572,1186,3,2
house-42573,2603,5,1
house-42574,1914,4,2
house-42575,1541,5,3
house-42576,1896,5,3
house-42577,2327,2,3
house-42578,2810,3,2
house-42579,1638,4,3
house-42580,1435,4,3
house-42581,1212,3,3
house-42582,2429,3,3
house-42583,1817,3,3
house-42584,1961,4,2
house-42585,2157,5,3
house-42586,1959,5,2
house-42587,1916,4,1
house-42588,1992,5,2
house-42589,1914,2,2
house-42590,2242,2,3
house-42591,1420,4,3
house-42592,1318,5,3
house-42593,2180,2,2
house-42594,1187,5,2
house-42595,2499,3,3
house-42596,1161,5,1
house-42597,1128,2,1
house-42598,1303,2,1
house-42599,2112,4,1
house-42600,2918,4,3
house-42601,1916,3,3
house-42602,2185,2,2
house-42603,1921,4,1
house-42604,2059,4,2
house-42605,2250,4,3
house-42606,1150,3,2
house-42607,1592,3,2
house-42608,1046,2,1
house-42609,2739,3,1
house-42610,1939,2,1
house-42611,1659,2,1
house-42612,1230,2,2
house-42613,2562,4,3
house-42614,2001,5,1
house-42615,2724,4,3
house-42616,1164,4,2
house-42617,1723,3,2
house-42618,1819,4,1
house-42619,2610,2,2
house-42620,2627,5,3
house-42621,2597,3,1
house-42622,2089,5,3
house-42623,2943,3,1
house-42624,2103,4,1
house-42625,1139,4,2
house-42626,1399,4,2
house-42627,2955,4,3
house-42628,1129,3,1
house-42629,1984,3,3
house-42630,1765,2,1
house-42631,1445,3,2
house-42632,2855,3,2
house-42633,1028,4,1
house-42634,2225,2,3
house-42635,2260,5,2
house-42636,2622,3,1
house-42637,2631,5,1
house-42638,1798,4,1
house-42639,2362,4,1
house-42640,2422,5,3
house-42641,2462,5,1
house-42642,1288,2,3
house-42643,2275,3,3
house-42644,1976,3,3
house-42645,2715,3,3
house-42646,1099,3,2
house-42647,2939,2,3
house-42648,2608,4,3
house-42649,1421,5,3
house-42650,1642,4,1
house-42651,1693,2,2
house-42652,1705,3,3
house-42653,1017,4,3
house-42654,1470,3,2
house-42655,2661,5,3
house-42656,1722,4,1
house-42657,2030,3,1
house-42658,1418,2,3
house-42659,1379,5,1
house-42660,1507,3,2
house-42661,1113,3,2
house-42662,1851,2,3
house-42663,1510,5,1
house-42664,2619,2,1
house-42665,1850,5,3
house-42666,2896,3,2
house-42667,1975,3,3
house-42668,1613,5,3
house-42669,1468,3,3
house-42670,1092,4,1
house-42671,2515,3,2
house-42672,2851,5,1
house-42673,2125,4,1
house-42674,1492,5,1
house-42675,1762,4,3
house-42676,2559,4,1
house-42677,2508,2,2
house-42678,1988,2,3
house-42679,1478,4,2
house-42680,1876,4,3
house-42681,1166,4,1
house-42682,1139,2,1
house-42683,1093,2,3
house-42684,2204,2,2
house-42685,1575,4,3
house-42686,2027,4,2
house-42687,1605,5,1
house-42688,2412,3,1
house-42689,2295,3,1
house-42690,2818,2,3
house-42691,2155,2,1
house-42692,1583,3,1
house-42693,1815,2,1
house-42694,2927,4,2
house-42695,1592,3,1
house-42696,2535,4,2
house-42697,1685,3,1
house-42698,2835,3,1
house-42699,1962,2,2
house-42700,1986,4,2
house-42701,2075,4,1
house-42702,2313,5,3
house-42703,1445,4,2
house-42704,1236,4,3
house-42705,2812,2,2
house-42706,2514,5,2
house-42707,2303,4,1
house-42708,2067,2,3
house-42709,1881,3,3
house-42710,1765,4,1
house-42711,1936,2,1
house-42712,2948,3,1
house-42713,1358,4,2
house-42714,1645,4,3
house-42715,2591,2,1
house-42716,2549,3,2
house-42717,1689,3,2
house-42718,1461,3,1
house-42719,1100,3,3
house-42720,1691,4,1
house-42721,1983,3,1
house-42722,2484,2,2
house-42723,1768,2,3
house-42724,1267,4,3
house-42725,1882,2,1
house-42726,2385,5,3
house-42727,1407,4,2
house-42728,2060,5,2
house-42729,1467,3,2
house-42730,2989,5,1
house-42731,2739,4,2
house-42732,1258,3,1
house-42733,1508,2,3
house-42734,2690,4,3
house-42735,2773,3,2
house-42736,1308,4,1
house-42737,2635,3,3
house-42738,2296,4,2
house-42739,1624,4,2
house-42740,1109,4,1
house-42741,2678,4,3
house-42742,1678,5,2
house-42743,2283,3,3
house-42744,2680,3,2
house-42745,1741,4,2
house-42746,1906,4,3
house-42747,1267,2,1
house-42748,2055,3,1
house-42749,2946,5,1
house-42750,1939,3,1
house-42751,1810,3,1
house-42752,2754,3,1
house-42753,2200,2,2
house-42754,1103,5,1
house-42755,2259,4,3
house-42756,2116,5,3
house-42757,1200,4,3
house-42758,2834,4,2
house-42759,1898,5,3
house-42760,1742,2,2
house-42761,1924,2,1
house-42762,2790,4,1
house-42763,1596,2,2
house-42764,2058,2,3
house-42765,2140,2,3
house-42766,1687,2,3
house-42767,2481,4,3
house-42768,2494,2,1
house-42769,2958,5,2
house-42770,1919,5,3
house-42771,1787,4,1
house-42772,1398,3,1
house-42773,1596,2,3
house-42774,1116,5,1
house-42775,1361,3,3
house-42776,1203,5,2
house-42777,2169,5,2
house-42778,1443,3,3
house-42779,1726,2,3
house-42780,2640,4,3
house-42781,1860,4,1
house-42782,2320,4,3
house-42783,1867,2,1
house-42784,2604,2,3
house-42785,2510,5,2
house-42786,1766,4,2
house-42787,2254,4,3
house-42788,2226,5,1
house-42789,1361,5,2
house-42790,1394,3,1
house-42791,1247,3,3
house-42792,2463,2,1
house-42793,1913,4,2
house-42794,2419,5,2
house-42795,1760,4,1
house-42796,1655,2,1
house-42797,2818,4,3
house-42798,1355,5,2
house-42799,2424,5,3
house-42800,1240,5,3
house-42801,2364,2,3
house-42802,2910,5,2
house-42803,1228,3,1
house-42804,2566,5,2
house-42805,1620,4,2
house-42806,1930,5,1
house-42807,2562,5,3
house-42808,1854,4,2
house-42809,2695,2,2
house-42810,1528,2,1
house-42811,1266,2,3
house-42812,2152,2,2
house-42813,1219,5,3
house-42814,2105,5,2
house-42815,1560,3,1
house-42816,2576,2,2
house-42817,2043,4,2
house-42818,2350,4,3
house-42819,2060,4,3
house-42820,1381,4,2
house-42821,2935,3,3
house-42822,1038,3,1
house-42823,2132,3,2
house-42824,1428,2,2
house-42825,2087,5,2
house-42826,2198,4,2
house-42827,1790,4,3
house-42828,1031,3,1
house-42829,1944,2,2
house-42830,2744,3,2
house-42831,2914,4,3
house-42832,1530,4,3
house-42833,1105,3,3
house-42834,1481,4,2
house-42835,1205,5,3
house-42836,2270,5,2
house-42837,1834,3,3
house-42838,2702,5,3
house-42839,1088,5,1
house-42840,2339,3,3
house-42841,2034,3,2
house-42842,2072,3,1
house-42843,2934,5,1
house-42844,1895,4,3
house-42845,2596,2,3
house-42846,2194,4,1
house-42847,1142,3,1
house-42848,1206,4,3
house-42849,2486,2,1
house-42850,1508,4,2
house-42851,2224,3,1
house-42852,1004,2,3
house-42853,1210,5,2
house-42854,1028,4,2
house-42855,2213,5,3
house-42856,1187,5,1
house-42857,2860,2,3
house-42858,2790,5,2
house-42859,2173,5,1
house-42860,1524,4,2
house-42861,1945,2,1
house-42862,2907,3,3
house-42863,2966,3,2
house-42864,2389,2,3
house-42865,1156,5,2
house-42866,1079,4,1
house-42867,2891,5,3
house-42868,2296,3,3
house-42869,1659,4,2
house-42870,2741,2,3
house-42871,1625,5,3
house-42872,2541,5,1
house-42873,2813,4,3
house-42874,1231,5,3
house-42875,2672,2,1
house-42876,1159,4,2
house-42877,1343,2,1
house-42878,2312,2,2
house-42879,1204,2,3
house-42880,1994,2,1
house-42881,1837,5,2
house-42882,1304,4,1
house-42883,2383,5,3
house-42884,1669,3,2
house-42885,2893,2,1
house-42886,1399,2,2
house-42887,2472,3,3
house-42888,1105,3,1
house-42889,2105,2,2
house-42890,1341,5,2
house-42891,1985,5,2
house-42892,2805,2,3
house-42893,1951,4,2
house-42894,2444,3,1
house-42895,1048,5,1
house-42896,1205,4,3
house-42897,2241,2,3
house-42898,2841,2,2
house-42899,2699,5,3
house-42900,2459,5,2
house-42901,1790,2,2
house-42902,2345,5,3
house-42903,1230,5,2
house-42904,2734,5,2
house-42905,2510,2,2
house-42906,2452,3,2
house-42907,1882,4,1
house-42908,1725,3,3
house-42909,1283,2,1
house-42910,2509,4,2
house-42911,1275,2,3
house-42912,1432,3,3
house-42913,2208,2,3
house-42914,2745,5,2
house-42915,1632,5,3
house-42916,1215,3,3
house-42917,1096,5,1
house-42918,1954,3,3
house-42919,2142,2,1
house-42920,1364,2,2
house-42921,2817,3,3
house-42922,2426,4,2
house-42923,2007,3,2
house-42924,1617,4,3
house-42925,1396,3,2
house-42926,1457,2,2
house-42927,1317,5,3
house-42928,1381,3,3
house-42929,1141,4,3
house-42930,1456,5,1
house-42931,1500,4,2
house-42932,2930,4,2
house-42933,1322,4,1
house-42934,1999,4,2
house-42935,1267,3,3
house-42936,2826,5,3
house-42937,1486,5,2
house-42938,1877,5,2
house-42939,1678,5,2
house-42940,2183,2,3
house-42941,2766,2,2
house-42942,1013,3,2
house-42943,2003,5,3
house-42944,1704,2,3
house-42945,1154,5,3
house-42946,1100,3,2
house-42947,1571,4,2
house-42948,2066,3,1
house-42949,2216,2,1
house-42950,2334,2,3
house-42951,1620,2,3
house-42952,2628,3,3
house-42953,2751,3,2
house-42954,2014,3,1
house-42955,1464,5,3
house-42956,2186,2,2
house-42957,1350,3,2
house-42958,1233,3,2
house-42959,2951,5,2
house-42960,1402,2,2
house-42961,1350,4,1
house-42962,2190,4,2
house-42963,2171,2,3
house-42964,1027,5,3
house-42965,1258,2,3
house-42966,2951,4,3
house-42967,2621,3,3
house-42968,1619,2,2
house-42969,2465,4,1
house-42970,2973,3,3
house-42971,2961,2,1
house-42972,2652,5,2
house-42973,1875,4,1
house-42974,2550,3,2
house-42975,2234,3,2
house-42976,2853,5,3
house-42977,1542,4,3
house-42978,2468,3,3
house-42979,2817,5,3
house-42980,1452,4,1
house-42981,1696,5,1
house-42982,1403,5,2
house-42983,2018,5,1
house-42984,2089,5,2
house-42985,2428,4,2
house-42986,1882,5,2
house-42987,2851,5,2
house-42988,1574,3,3
house-42989,2458,4,2
house-42990,2251,4,3
house-42991,2499,5,2
house-42992,2491,5,3
house-42993,2124,2,3
house-42994,1422,5,1
house-42995,2379,4,1
house-42996,2162,3,2
house-42997,2654,4,3
house-42998,2592,3,2
house-42999,2154,5,1
house-43000,1548,2,2
house-43001,1467,3,1
house-43002,2503,4,3
house-43003,1110,5,3
house-43004,1152,3,3
house-43005,1916,2,3
house-43006,1761,2,2
house-43007,2265,2,3
house-43008,1719,5,1
house-43009,1879,3,2
house-43010,1681,3,1
house-43011,1768,5,1
house-43012,1278,3,3
house-43013,1362,5,2
house-43014,2648,2,1
house-43015,2431,3,3
house-43016,2198,2,3
house-43017,1600,5,2
house-43018,2158,2,2
house-43019,2529,4,3
house-43020,1293,5,2
house-43021,2518,4,2
house-43022,2838,5,3
house-43023,1870,2,2
house-43024,2442,2,2
house-43025,2229,2,3
house-43026,2341,4,3
house-43027,1072,2,1
house-43028,1258,4,3
house-43029,2381,4,1
house-43030,2171,3,2
house-43031,2248,3,3
house-43032,2128,3,2
house-43033,2579,5,3
house-43034,2951,4,3
house-43035,1355,2,3
house-43036,2561,3,1
house-43037,2839,5,3
house-43038,2284,4,3
house-43039,1570,5,1
house-43040,1572,2,3
house-43041,1816,3,1
house-43042,2949,4,2
house-43043,2936,5,1
house-43044,2093,3,2
house-43045,2977,3,3
house-43046,2470,4,1
house-43047,2980,3,2
house-43048,1446,5,2
house-43049,1782,4,1
house-43050,2280,4,3
house-43051,1908,3,2
house-43052,1943,2,1
house-43053,1895,2,2
house-43054,1929,2,2
house-43055,1636,5,1
house-43056,1925,4,1
house-43057,1530,3,3
house-43058,1118,2,3
house-43059,2855,3,2
house-43060,1065,2,3
house-43061,1244,2,2
house-43062,1056,3,1
house-43063,2067,5,1
house-43064,1523,3,3
house-43065,2913,3,2
house-43066,1423,5,3
house-43067,2771,5,2
house-43068,2559,3,2
house-43069,1394,5,1
house-43070,1449,2,1
house-43071,2280,5,2
house-43072,1953,3,3
house-43073,2819,5,3
house-43074,2859,4,3
house-43075,2384,5,2
house-43076,1762,2,2
house-43077,2629,4,2
house-43078,2403,2,1
house-43079,1442,2,2
house-43080,1966,4,3
house-43081,1891,2,2
house-43082,1533,4,2
house-43083,2497,2,1
house-43084,1156,3,1
house-43085,1088,2,1
house-43086,1201,4,1
house-43087,1979,3,3
house-43088,1461,3,2
house-43089,2504,5,2
house-43090,1708,5,1
house-43091,2580,5,3
house-43092,1453,3,3
house-43093,2493,5,1
house-43094,1379,3,1
house-43095,1400,5,1
house-43096,2102,2,2
house-43097,1550,5,1
house-43098,1935,4,2
house-43099,2819,5,1
house-43100,2012,3,1
house-43101,2409,4,3
house-43102,1977,4,3
house-43103,2690,3,2
house-43104,1660,4,2
house-43105,2366,4,3
house-43106,1902,4,3
house-43107,1444,5,2
house-43108,1051,4,3
house-43109,2274,2,2
house-43110,2967,2,1
house-43111,2917,5,3
house-43112,2682,5,2
house-43113,1328,2,1
house-43114,2931,4,3
house-43115,2517,2,2
house-43116,2373,3,2
house-43117,2990,4,2
house-43118,1769,2,2
house-43119,2808,2,3
house-43120,2482,4,1
house-43121,1497,4,2
house-43122,1124,4,2
house-43123,1203,5,3
house-43124,1767,3,1
house-43125,1642,5,3
house-43126,2044,2,3
house-43127,1589,3,3
house-43128,2870,5,3
house-43129,2586,2,2
house-43130,1361,4,2
house-43131,1360,2,3
house-43132,2801,4,1
house-43133,2139,5,1
house-43134,1054,2,3
house-43135,1291,3,2
house-43136,2074,2,2
house-43137,1841,4,1
house-43138,1784,5,1
house-43139,1253,3,3
house-43140,1491,3,1
house-43141,1984,5,2
house-43142,1572,5,1
house-43143,1858,2,1
house-43144,1992,2,2
house-43145,2994,3,3
house-43146,2932,2,1
house-43147,1960,4,2
house-43148,2886,4,3
house-43149,1224,2,1
house-43150,2492,3,1
house-43151,2871,2,3
house-43152,1102,5,1
house-43153,1969,5,3
house-43154,2071,3,2
house-43155,1736,3,3
house-43156,2365,5,3
house-43157,1232,5,1
house-43158,2605,4,3
house-43159,2582,2,1
house-43160,1227,3,3
house-43161,2006,5,2
house-43162,1521,3,2
house-43163,2720,5,3
house-43164,2615,3,3
house-43165,1012,3,1
house-43166,2522,4,2
house-43167,1444,4,1
house-43168,2849,4,1
house-43169,1339,4,1
house-43170,2347,4,2
house-43171,2619,5,3
house-43172,1597,2,2
house-43173,1156,5,1
house-43174,1655,2,1
house-43175,2002,4,1
house-43176,2598,3,1
house-43177,2454,3,3
house-43178,2578,2,1
house-43179,2430,2,3
house-43180,2181,5,3
house-43181,2208,2,1
house-43182,1797,5,1
house-43183,1490,4,3
house-43184,1834,3,3
house-43185,1951,3,1
house-43186,2559,5,2
house-43187,1356,2,1
house-43188,1716,5,2
house-43189,1361,2,3
house-43190,2247,2,2
house-43191,2636,2,1
house-43192,2227,5,3
house-43193,1007,4,3
house-43194,1471,3,3
house-43195,1171,5,2
house-43196,2743,4,2
house-43197,1095,3,3
house-43198,1673,5,2
house-43199,2826,5,1
house-43200,1607,4,2
house-43201,2329,5,3
house-43202,2680,3,1
house-43203,2281,4,3
house-43204,1473,5,3
house-43205,2973,3,1
house-43206,2323,5,3
house-43207,2488,4,1
house-43208,1613,5,2
house-43209,1688,3,1
house-43210,1897,2,2
house-43211,2351,5,1
house-43212,1109,5,1
house-43213,1709,3,3
house-43214,2928,3,2
house-43215,2152,4,1
house-43216,1964,2,1
house-43217,1870,4,3
house-43218,2160,3,3
house-43219,2933,3,2
house-43220,2562,3,3
house-43221,1648,3,1
house-43222,2187,4,1
house-43223,1348,2,1
house-43224,1462,3,3
house-43225,2891,4,2
house-43226,2666,4,1
house-43227,2527,4,3
house-43228,1884,4,1
house-43229,2174,4,3
house-43230,2913,3,2
house-43231,1245,3,3
house-43232,2133,2,2
house-43233,2608,2,2
house-43234,1797,2,3
house-43235,2298,2,2
house-43236,1869,5,3
house-43237,2090,4,1
house-43238,2073,4,2
house-43239,1815,4,1
house-43240,1514,5,1
house-43241,1225,4,2
house-43242,1577,4,3
house-43243,1505,4,3
house-43244,1154,4,3
house-43245,2897,4,3
house-43246,2503,2,1
house-43247,1110,5,3
house-43248,1482,3,2
house-43249,1807,2,1
house-43250,2916,5,3
house-43251,2791,4,1
house-43252,1273,5,2
house-43253,1154,4,2
house-43254,2674,4,3
house-43255,2190,5,2
house-43256,2042,3,1
house-43257,1344,4,2
house-43258,2926,4,3
house-43259,1734,2,1
house-43260,1568,5,3
house-43261,2921,5,1
house-43262,1293,5,3
house-43263,1644,2,2
house-43264,2485,5,2
house-43265,1337,5,3
house-43266,2827,4,3
house-43267,1451,3,3
house-43268,1343,3,3
house-43269,1716,2,3
house-43270,1630,5,2
house-43271,1764,2,3
house-43272,1084,3,1
house-43273,2720,2,1
house-43274,1736,4,2
house-43275,1659,4,3
house-43276,2412,4,2
house-43277,2815,5,2
house-43278,1226,4,3
house-43279,2309,2,1
house-43280,2307,4,1
house-43281,2716,5,3
house-43282,2970,4,3
house-43283,1108,4,3
house-43284,1134,5,3
house-43285,1937,5,3
house-43286,1290,4,1
house-43287,2910,3,2
house-43288,2825,4,2
house-43289,2638,2,1
house-43290,2736,5,3
house-43291,2531,4,3
house-43292,2652,3,2
house-43293,2867,4,3
house-43294,1821,2,2
house-43295,2052,5,1
house-43296,1393,2,1
house-43297,1026,3,2
house-43298,2490,2,3
house-43299,1012,2,2
house-43300,1553,5,2
house-43301,1932,2,1
house-43302,1444,3,2
house-43303,1223,3,1
house-43304,2486,5,1
house-43305,1020,3,1
house-43306,2410,3,2
house-43307,2671,3,2
house-43308,2349,3,3
house-43309,2756,3,3
house-43310,1466,3,1
house-43311,2680,3,3
house-43312,2545,4,3
house-43313,2248,3,1
house-43314,1652,5,1
house-43315,2498,4,2
house-43316,1617,3,1
house-43317,1779,3,3
house-43318,2729,5,3
house-43319,1457,3,3
house-43320,1639,4,2
house-43321,2236,4,3
house-43322,1662,5,2
house-43323,1960,3,3
house-43324,2504,5,2
house-43325,2919,3,3
house-43326,1179,4,2
house-43327,2852,3,3
house-43328,1537,3,1
house-43329,1526,4,1
house-43330,1021,4,2
house-43331,2368,4,2
house-43332,1576,3,3
house-43333,1762,5,2
house-43334,1921,4,2
house-43335,2044,3,2
house-43336,1744,5,3
house-43337,2431,2,3
house-43338,2510,2,1
house-43339,2551,3,1
house-43340,2439,3,3
house-43341,2295,4,1
house-43342,2228,3,1
house-43343,2321,5,2
house-43344,1671,3,1
house-43345,2969,5,3
house-43346,2576,5,3
house-43347,2131,4,2
house-43348,1636,5,1
house-43349,2023,3,1
house-43350,1151,5,3
house-43351,1012,2,1
house-43352,1714,5,2
house-43353,2102,3,2
house-43354,1905,4,1
house-43355,2577,3,2
house-43356,2192,3,1
house-43357,1248,3,2
house-43358,2144,2,1
house-43359,1386,4,3
house-43360,1438,2,2
house-43361,2295,5,2
house-43362,1299,5,2
house-43363,1720,2,1
house-43364,1472,4,3
house-43365,2181,5,1
house-43366,2006,4,1
house-43367,1632,2,1
house-43368,2250,5,2
house-43369,1420,2,1
house-43370,1955,5,2
house-43371,1972,3,1
house-43372,1023,4,2
house-43373,2765,2,3
house-43374,1537,3,2
house-43375,2593,2,2
house-43376,1776,2,3
house-43377,1637,4,1
house-43378,2980,2,2
house-43379,2810,4,2
house-43380,1539,2,2
house-43381,1902,5,3
house-43382,2836,3,2
house-43383,2151,5,2
house-43384,2117,4,3
house-43385,2726,4,1
house-43386,1420,3,3
house-43387,2295,4,1
house-43388,1483,5,3
house-43389,2028,3,2
house-43390,1156,4,3
house-43391,1051,4,1
house-43392,1242,4,1
house-43393,2686,4,1
house-43394,1773,2,2
house-43395,1419,2,3
house-43396,2976,2,2
house-43397,2952,4,2
house-43398,2840,2,1
house-43399,1424,4,1
house-43400,1079,5,3
house-43401,1694,4,1
house-43402,1353,3,1
house-43403,2642,3,2
house-43404,2689,3,3
house-43405,1292,4,1
house-43406,1716,3,1
house-43407,2139,3,2
house-43408,1528,4,1
house-43409,1479,4,1
house-43410,2311,2,3
house-43411,2691,4,2
house-43412,1476,2,2
house-43413,1024,4,1
house-43414,1430,5,2
